NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT05648799,COMPLETED,Pharmacokinetics|Safety Issues|Efficacy,DRUG: GP30341 capsules 200 mg|DRUG: Standard therapy,Geropharm,,ALL,"ADULT, OLDER_ADULT",NA,246,INDUSTRY,INTERVENTIONAL,3/17/2022,7/20/2022
NCT04473898,COMPLETED,COVID,OTHER: Aerobic Exercise Training|BEHAVIORAL: Patient Education|OTHER: Respiratory Exercise Training,KTO Karatay University,,ALL,"ADULT, OLDER_ADULT",NA,35,OTHER,INTERVENTIONAL,6/19/2020,2/17/2021
NCT04582344,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: CoronaVac|BIOLOGICAL: Placebo,Health Institutes of Turkey,,ALL,ADULT,PHASE3,10214,OTHER_GOV,INTERVENTIONAL,9/14/2020,8/31/2022
NCT04389944,COMPLETED,Coronavirus Disease 2019 Infectious Disease (COVID-19 Infection),OTHER: convalescent plasma application to SARS-CoV-2 infected patients,"University Hospital, Basel, Switzerland",,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,3/31/2020,6/30/2020
NCT04357444,COMPLETED,COVID 19,DRUG: 1: ILT101|DRUG: 2: Placebo Comparator,Assistance Publique - Hôpitaux de Paris,Iltoo Pharma,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,10/23/2020,4/5/2021
NCT04999098,RECRUITING,COVID-19 Respiratory Infection|SARS-CoV2 Infection,DRUG: Echinaforce Forte tablets|DRUG: Echinaforce Chewable tablets|DRUG: Echinaforce tincture,A. Vogel AG,Clinical Research Centre CONVEX|Biodome Clinical|MediStat Ltd.|Medical University of Graz,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,75,INDUSTRY,INTERVENTIONAL,11/15/2021,2023-08
NCT05153044,UNKNOWN,Sickle Cell Disease,OTHER: severe acute respiratory syndrome CoV-2 serology,Assistance Publique - Hôpitaux de Paris,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,880,OTHER,INTERVENTIONAL,12/30/2021,9/10/2022
NCT05239598,COMPLETED,COVID-19,DRUG: Mouth rinse,University of Pennsylvania,This study was funded by an Investigator Initiated Research grant from Avrio Health L.P,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,2/7/2022,7/13/2022
NCT04401644,UNKNOWN,Diagnoses Disease|Coronavirus,DIAGNOSTIC_TEST: Novel laser inferometry test for CORONA virus,Somerset NHS Foundation Trust,University of Exeter|University of Plymouth,ALL,"ADULT, OLDER_ADULT",NA,250,OTHER,INTERVENTIONAL,2020-06,2021-12
NCT04566276,COMPLETED,COVID-19 Vaccine|Safety Issues,BIOLOGICAL: ChulaCov19 vaccine|OTHER: Placebo,Chulalongkorn University,"Chula Vaccine Research Center (ChulaVRC), Bangkok, Thailand|Center of Excellence in Vaccine Research and Development, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand|Chula Clinical Research Center (Chula CRC), King Chulalongkorn Memorial Hospital, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand|King Chulalongkorn Memorial Hospital (KCMH), Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand|Center of Excellence for Vaccine Trial (Vaccine Trial Centre), Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand|National Vaccine Institute, Thailand",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,192,OTHER,INTERVENTIONAL,5/3/2021,12/6/2022
NCT04449276,COMPLETED,Severe Acute Respiratory Syndrome|Coronavirus|SARS-CoV-2|COVID-19,BIOLOGICAL: CVnCoV Vaccine|DRUG: Placebo,CureVac,Coalition for Epidemic Preparedness Innovations,ALL,ADULT,PHASE1,280,INDUSTRY,INTERVENTIONAL,6/18/2020,12/21/2021
NCT05077176,ACTIVE_NOT_RECRUITING,COVID-19|Sars-CoV-2 Infection,BIOLOGICAL: CoronaVac|BIOLOGICAL: Turkovac,Health Institutes of Turkey,,ALL,ADULT,PHASE3,4340,OTHER_GOV,INTERVENTIONAL,10/8/2021,12/31/2023
NCT04935476,UNKNOWN,COVID-19,DRUG: Dapsone 85 mg PO BID|DRUG: Placebo 85 mg PO BID,McGill University Health Centre/Research Institute of the McGill University Health Centre,Pulmonem Inc.,ALL,"ADULT, OLDER_ADULT",PHASE3,3000,OTHER,INTERVENTIONAL,11/22/2021,7/31/2022
NCT04334876,COMPLETED,SARS-CoV-2,DIAGNOSTIC_TEST: SARS-CoV-2 IgG Antibody Testing Kit,Indiana University,,ALL,"ADULT, OLDER_ADULT",NA,571,OTHER,INTERVENTIONAL,4/1/2020,1/1/2021
NCT04359095,COMPLETED,COVID-19,DRUG: Emtricitabine/tenofovir|DRUG: Colchicine Pill|DRUG: Rosuvastatin|OTHER: Standard treatment,Universidad Nacional de Colombia,Pontificia Universidad Javeriana|Clínica Colsanitas-Clínica Universitaria Colombia|Hospital Universitario San Ignacio|Hospital Universitario Nacional de Colombia (HUN)|Fundación Cardioinfantil Instituto de Cardiología|Clínica Infantil Santa María del Lago,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,650,OTHER,INTERVENTIONAL,8/18/2020,6/30/2021
NCT04322773,TERMINATED,Corona Virus Disease,DRUG: RoActemra iv|DRUG: RoActemra sc|DRUG: Kevzara sc|OTHER: Standard medical care,Marius Henriksen,,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,4/5/2020,10/8/2020
NCT05693064,NOT_YET_RECRUITING,Long COVID,OTHER: wait-list|PROCEDURE: chiropractic adjustments,Life University,,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,1/15/2024,1/15/2025
NCT04707664,COMPLETED,Covid19|SARS-CoV Infection,DRUG: Sargramostim|DRUG: Placebo,"Partner Therapeutics, Inc.",United States Department of Defense,ALL,"ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,INTERVENTIONAL,4/27/2021,1/31/2022
NCT04730661,UNKNOWN,SARS-CoV Infection,DIAGNOSTIC_TEST: Sit to stand test,"University Hospital, Rouen",,ALL,"ADULT, OLDER_ADULT",NA,146,OTHER,INTERVENTIONAL,12/21/2020,12/28/2021
NCT04682873,COMPLETED,Covid-19 Disease,DRUG: Enisamium Iodide|DRUG: Placebo,"Joint Stock Company ""Farmak""",,ALL,"ADULT, OLDER_ADULT",PHASE3,592,INDUSTRY,INTERVENTIONAL,5/15/2020,3/26/2021
NCT04672564,TERMINATED,Coronavirus Disease 2019,DRUG: Carrimycin|DRUG: Placebo,"Shenyang Tonglian Group CO., Ltd",,ALL,"ADULT, OLDER_ADULT",PHASE3,93,INDUSTRY,INTERVENTIONAL,3/30/2021,5/9/2022
NCT04811664,COMPLETED,SARS-CoV-2 Infection,BIOLOGICAL: Moderna COVID-19 Vaccine,National Institute of Allergy and Infectious Diseases (NIAID),,ALL,ADULT,PHASE3,1923,NIH,INTERVENTIONAL,3/24/2021,12/30/2021
NCT04355364,TERMINATED,COVID-19|Acute Respiratory Distress Syndrome,DRUG: Dornase Alfa Inhalation Solution [Pulmozyme]|PROCEDURE: standard procedure,Fondation Ophtalmologique Adolphe de Rothschild,"University Hospital, Strasbourg, France|Centre Hospitalier Régional Metz-Thionville",ALL,"ADULT, OLDER_ADULT",PHASE3,77,NETWORK,INTERVENTIONAL,4/21/2020,12/20/2021
NCT04348864,RECRUITING,Communicable Disease|COVID-19|Sars-CoV2|Infectious Disease|Coronavirus|Virus,"DIAGNOSTIC_TEST: COVID-19 Antigen/Antibody Rapid Testing, mobile device image capture and telemedicine support|OTHER: Telemedicine",Neuroganics LLC,Neuroganics Diagnostics LLC|Artron Laboratories Inc|AllBio Science Inc.|Turklab,ALL,"ADULT, OLDER_ADULT",NA,200,INDUSTRY,INTERVENTIONAL,4/16/2020,2022-04
NCT05876364,ACTIVE_NOT_RECRUITING,COVID-19|SARS-CoV-2,BIOLOGICAL: QTP104 1ug|BIOLOGICAL: QTP104 5ug|BIOLOGICAL: QTP104 25ug,Quratis Inc.,,ALL,ADULT,PHASE1,36,INDUSTRY,INTERVENTIONAL,11/19/2021,8/30/2023
NCT04413864,UNKNOWN,SARS-CoV 2,OTHER: Inflammatory cytokines and chemokines profiles of patients with dexmedetomidine administration,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,4/24/2020,10/24/2022
NCT04404361,TERMINATED,COVID19|COVID-19|COVID,DRUG: Pacritinib|DRUG: Placebo,CTI BioPharma,,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,5/22/2020,9/21/2021
NCT04796064,COMPLETED,Sarcopenia,OTHER: low-intensity aerobic training,Cairo University,,MALE,"ADULT, OLDER_ADULT",NA,76,OTHER,INTERVENTIONAL,3/30/2020,12/15/2020
NCT04870164,TERMINATED,COVID-19,DRUG: Ensovibep|DRUG: Placebo,Molecular Partners AG,,ALL,"ADULT, OLDER_ADULT",PHASE1,53,INDUSTRY,INTERVENTIONAL,11/18/2020,1/6/2022
NCT05313646,COMPLETED,COVID-19,BIOLOGICAL: batch 1 of Ad5-nCoV|BIOLOGICAL: batch 2 of Ad5-nCoV|BIOLOGICAL: batch 3 of Ad5-nCoV,Jiangsu Province Centers for Disease Control and Prevention,,ALL,"ADULT, OLDER_ADULT",PHASE4,1050,NETWORK,INTERVENTIONAL,3/8/2021,9/8/2021
NCT05234346,COMPLETED,COVID-19 Respiratory Infection,DRUG: 150 mg 5-ALAPhosphate + SFC|OTHER: Placebo,Vedic Lifesciences Pvt. Ltd.,,ALL,"ADULT, OLDER_ADULT",NA,200,INDUSTRY,INTERVENTIONAL,3/15/2022,6/18/2022
NCT05305573,COMPLETED,COVID-19|SARS-CoV-2 Acute Respiratory Disease,BIOLOGICAL: COVID-19 Vaccine HIPRA 40 ug/dose|BIOLOGICAL: Comirnaty (Pfizer-BioNtech) 30 ug/dose concentrate for dispersion for injection,"Hipra Scientific, S.L.U",,ALL,"ADULT, OLDER_ADULT",PHASE2,26,INDUSTRY,INTERVENTIONAL,3/25/2022,10/1/2022
NCT04828564,UNKNOWN,SARS-CoV2|COVID-19,DRUG: Ribavirin Capsules|DRUG: Favipiravir,The Scientific and Technological Research Council of Turkey,Ankara City Hospital Bilkent|Istanbul Umraniye Training and Research Hospital|Koç University|Monitor CRO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,100,OTHER,INTERVENTIONAL,2021-04,12/31/2021
NCT04377646,UNKNOWN,Sars-CoV2|COVID19,DRUG: Hydroxychloroquine|DRUG: Hydroxychloroquine (placebo)|DRUG: Zinc|DRUG: Zinc (Placebo),Military Hospital of Tunis,UR17DN02 : Autoimmune Diseases Research Unit|Dacima Consulting,ALL,"ADULT, OLDER_ADULT",PHASE3,660,OTHER,INTERVENTIONAL,5/4/2020,7/31/2020
NCT05104346,COMPLETED,Acute Appendicitis,PROCEDURE: appendectomy,Mansoura University,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1945,OTHER,INTERVENTIONAL,3/31/2019,10/1/2021
NCT04821973,UNKNOWN,Covid19,DEVICE: Radius PPG Tetherless Pulse Oximetry (Masimo)|DEVICE: usual monitoring,Assistance Publique Hopitaux De Marseille,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,9/22/2020,11/15/2021
NCT04483973,ENROLLING_BY_INVITATION,Covid19|Coronavirus|Coronavirus Infection|Corona Virus Infection,DRUG: Ebselen|DRUG: Placebo,"Sound Pharmaceuticals, Incorporated",,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,INTERVENTIONAL,8/27/2021,12/31/2023
NCT04490473,UNKNOWN,Anxiety|SARS-CoV Infection,OTHER: survey work,DILEK SAYIK,,ALL,ADULT,NA,300,OTHER,INTERVENTIONAL,7/24/2020,4/24/2021
NCT06042764,RECRUITING,Infection of Upper Respiratory Tract Caused by 2019-nCoV,DRUG: SA55 Injection,"Sinovac Life Sciences Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2,150,INDUSTRY,INTERVENTIONAL,8/31/2023,8/30/2024
NCT05345873,NOT_YET_RECRUITING,COVID-19|SARS-CoV-2 Infection,BIOLOGICAL: SCTV01E|BIOLOGICAL: mRNA-1273,Sinocelltech Ltd.,,ALL,CHILD,PHASE2,300,INDUSTRY,INTERVENTIONAL,7/1/2022,4/1/2023
NCT05178173,RECRUITING,COVID-19|Coronavirus Infection|SARS CoV 2 Infection,OTHER: Placebo Comparator: Sterile Water|OTHER: 27% Ethanol plus essential oils|OTHER: 0.075% Cetylpyridinium Chloride,"University of North Carolina, Chapel Hill",,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,INTERVENTIONAL,1/20/2022,12/31/2023
NCT05553964,TERMINATED,COVID-19 Pandemic,DIAGNOSTIC_TEST: In Vitro,3EO Health,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,64,INDUSTRY,INTERVENTIONAL,10/7/2022,11/18/2022
NCT06057064,ACTIVE_NOT_RECRUITING,"COVID-19, SARS-CoV-2",BIOLOGICAL: Biological: AZD3152|BIOLOGICAL: Biological: Placebo,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE2,116,INDUSTRY,INTERVENTIONAL,9/29/2023,5/27/2024
NCT04252664,SUSPENDED,COVID-19|SARS-CoV-2,DRUG: Remdesivir|DRUG: Remdesivir placebo,Capital Medical University,Chinese Academy of Medical Sciences,ALL,"ADULT, OLDER_ADULT",PHASE3,308,OTHER,INTERVENTIONAL,2/12/2020,4/27/2020
NCT06208761,COMPLETED,Triphala Capsule Supplementation|High-intensity Interval Training,OTHER: Triphala capsule supplementation and high-intensity interval training,Burapha University,,ALL,ADULT,PHASE2,141,OTHER,INTERVENTIONAL,5/9/2023,11/6/2023
NCT04433546,TERMINATED,Acute Respiratory Distress Syndrome|Coronavirus|Hypoxic Respiratory Failure|Hypoxemic Respiratory Failure|Respiratory Complication|Respiratory Insufficiency|Cardiac Dysfunction|Pneumonia|Pulmonary Edema|Pulmonary Inflammation|Respiratory Failure|Cytokine Storm|COVID 19|SARS-CoV-2|Cardiac Event|Cardiac Complication|Cardiac Failure|Cardiac Infarct,DRUG: Pemziviptadil (PB1046)|DRUG: Low Dose (10 mg) Control,PhaseBio Pharmaceuticals Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE2,54,INDUSTRY,INTERVENTIONAL,7/15/2020,12/2/2020
NCT04382846,RECRUITING,COVID|Corona Virus Infection,DRUG: Nitazoxanide,Tanta University,,ALL,"ADULT, OLDER_ADULT",PHASE3,160,OTHER,INTERVENTIONAL,5/8/2020,12/1/2030
NCT04409873,TERMINATED,COVID-19|SARS-CoV 2|Severe Acute Respiratory Syndrome Coronavirus 2|Virus Disease|Coronavirus Infections|Pharyngeal Diseases,DRUG: Oral-B Mouth Sore mouthwash|DRUG: Crest Pro-Health Multi-Protection mouthwash|DRUG: CloSYS Ultra Sensitive Rinse mouthwash|DRUG: Distilled water|DRUG: Listerine Zero Mouthwash Product,"University of California, San Francisco","Rowpar Pharmaceuticals, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,54,OTHER,INTERVENTIONAL,3/31/2021,9/10/2022
NCT04568564,RECRUITING,Lung Cancer|Physiotherapy,"OTHER: Breathing exercise, intensive spirometry use, supported cough, progressive mobilisation and ambulation|OTHER: Exercise booklet",Istanbul Medipol University Hospital,,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,10/1/2020,12/1/2024
NCT04933864,COMPLETED,SARS-CoV-2,DRUG: Methylene Blue and Photodynamic Therapy,I.M. Sechenov First Moscow State Medical University,Prokhorov General Physics Institute of the Russian Academy of Sciences (GPI RAS),ALL,"ADULT, OLDER_ADULT",PHASE1,60,OTHER,INTERVENTIONAL,4/24/2020,7/30/2020
NCT05765773,ACTIVE_NOT_RECRUITING,Corona Virus Infection|Vaccine|COVID-19,"BIOLOGICAL: CoviVac vaccine (inactivated whole-virion concentrated purified) manufactured by FSBSI ""Chumakov FSC R&D IBP RAS""",Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products,,ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER_GOV,INTERVENTIONAL,7/1/2021,3/1/2023
NCT05396573,NOT_YET_RECRUITING,COVID-19,BIOLOGICAL: RQ3013|BIOLOGICAL: Comirnaty,"Walvax Biotechnology Co., Ltd.","Shanghai RNACure Biopharma Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,120,INDUSTRY,INTERVENTIONAL,2022-07,2023-07
NCT04406064,WITHDRAWN,Viral Infection,BIOLOGICAL: Viral Specific T-cells (VSTs),"Children's Hospital Medical Center, Cincinnati",Hoxworth Blood Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,2021-01,2025-06
NCT04393415,UNKNOWN,Virus,COMBINATION_PRODUCT: stem cells,Aljazeera Hospital,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,5/25/2020,9/1/2020
NCT05135650,TERMINATED,COVID-19 Infection|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm,OTHER: Questionnaire Administration|BIOLOGICAL: Sotrovimab|PROCEDURE: Biospecimen Collection,Fred Hutchinson Cancer Center,"National Marrow Donor Program|Vir Biotechnology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,INTERVENTIONAL,1/25/2022,1/10/2023
NCT05780450,RECRUITING,COVID-19|Long COVID|Long Covid19|SARS CoV 2 Infection|Persistent COVID-19|Migraine Disorders|Headaches Chronic|Cluster Headache|Arthralgia|Myalgia|Chronic Pain|Post-COVID-19 Syndrome|Post COVID-19 Condition,DEVICE: Transcranial Direct Current Therapy (tDCS),Fundación Universidad Católica de Valencia San Vicente Mártir,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,27,OTHER,INTERVENTIONAL,4/1/2023,2023-07
NCT04382950,UNKNOWN,COVID,COMBINATION_PRODUCT: Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2) plus Aerosolized 13 cis retinoic acid,Kafrelsheikh University,,ALL,ADULT,PHASE1,24,OTHER,INTERVENTIONAL,2021-07,2021-10
NCT05795816,RECRUITING,Long Covid19,DRUG: Testofen|DRUG: Microcrystalline cellulose,RDC Clinical Pty Ltd,,ALL,"ADULT, OLDER_ADULT",PHASE3,150,INDUSTRY,INTERVENTIONAL,10/25/2023,11/1/2025
NCT05012267,COMPLETED,Ards,OTHER: 16-hour PP,Ignacio Saez de la Fuente,,ALL,"ADULT, OLDER_ADULT",NA,61,OTHER,INTERVENTIONAL,3/25/2021,10/27/2021
NCT05077267,ACTIVE_NOT_RECRUITING,COVID-19 Disease,BIOLOGICAL: ABNCoV2 100ug|BIOLOGICAL: ABNCoV2 50ug,Bavarian Nordic,,ALL,"ADULT, OLDER_ADULT",PHASE2,197,INDUSTRY,INTERVENTIONAL,8/19/2021,2/1/2024
NCT04411667,COMPLETED,Sars-CoV2,DRUG: Octagam,"George Sakoulas, MD",Octapharma,ALL,"ADULT, OLDER_ADULT",PHASE4,34,OTHER,INTERVENTIONAL,4/28/2020,6/23/2020
NCT04844567,COMPLETED,Covid19|Dyspnea,DEVICE: COVVR_Synch|DEVICE: COVVR_Asynch,Ecole Polytechnique Fédérale de Lausanne,Mindmaze SA,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,INTERVENTIONAL,11/26/2020,4/6/2021
NCT04792567,COMPLETED,Secondary Progressive Multiple Sclerosis,DRUG: BAF312|DRUG: Baseline disease modifying therapies (DMTs),Novartis Pharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE4,41,INDUSTRY,INTERVENTIONAL,4/19/2021,8/15/2022
NCT04914767,COMPLETED,SARS-CoV2 Infection,DRUG: Nigella|DRUG: Placebo,Hôpital Universitaire Sahloul,,ALL,"ADULT, OLDER_ADULT",PHASE1,500,OTHER,INTERVENTIONAL,3/1/2021,12/31/2021
NCT04507867,COMPLETED,COVID19|Diabetes Mellitus|Hypertension|Obesity|Overweight|Oxygen Saturation|Mortality|Inflammation,DIETARY_SUPPLEMENT: Nutritional support system (NSS)|OTHER: Conventional nutritional support designed by hospital nutritionists,Anahuac University,,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,9/7/2020,4/10/2021
NCT05226767,COMPLETED,COVID-19,DIETARY_SUPPLEMENT: NLC-V,"Todos Medical, Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2,31,INDUSTRY,INTERVENTIONAL,1/30/2021,1/20/2022
NCT04718467,WITHDRAWN,COVID-19,BIOLOGICAL: Recombinant COVID-19 vaccine (Sf9 cells)|BIOLOGICAL: Placebo,Jiangsu Province Centers for Disease Control and Prevention,West China Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,0,NETWORK,INTERVENTIONAL,2/1/2021,3/15/2022
NCT04895267,ACTIVE_NOT_RECRUITING,COVID-19|Acute Respiratory Failure|Oxygen Deficiency,DEVICE: Low-field thoracic magnetic stimulation (LF-ThMS),Elias Manjarrez,"National Council of Science and Technology, Mexico",ALL,"ADULT, OLDER_ADULT",NA,17,OTHER,INTERVENTIONAL,7/3/2020,9/17/2022
NCT04414267,COMPLETED,COVID-19|Virus Diseases|Corona Virus Infection|Coronary Heart Disease|Chronic Obstructive Pulmonary Disease,BIOLOGICAL: BCG vaccine|BIOLOGICAL: Placebo,Hellenic Institute for the Study of Sepsis,,ALL,"ADULT, OLDER_ADULT",PHASE4,301,OTHER,INTERVENTIONAL,5/26/2020,5/7/2021
NCT04445467,UNKNOWN,COVID,DRUG: Favipiravir,Bayside Health,,ALL,"ADULT, OLDER_ADULT",PHASE2,190,OTHER_GOV,INTERVENTIONAL,7/30/2020,2021-12
NCT05005156,UNKNOWN,Covid19,BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) (Ad5-nCoV),Fundación Huésped,Canadian Center for Vaccinology|CanSino Biologics Inc.|Hospital Fernandez,ALL,"ADULT, OLDER_ADULT",PHASE2,876,OTHER,INTERVENTIONAL,6/24/2021,9/30/2022
NCT04524156,UNKNOWN,COVID|Acute Respiratory Distress Syndrome|Endothelial Dysfunction,OTHER: Physiology,Erasme University Hospital,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,10/4/2020,5/4/2023
NCT04789356,UNKNOWN,Covid19,BIOLOGICAL: Adsorbed SARS-CoV-2 (inactivated) vaccine,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Butantan Institute,ALL,ADULT,PHASE4,6233,OTHER,INTERVENTIONAL,3/18/2021,2022-03
NCT04834856,COMPLETED,Covid19,DRUG: ensovibep,Molecular Partners AG,,ALL,"ADULT, OLDER_ADULT",PHASE2,12,INDUSTRY,INTERVENTIONAL,4/1/2021,8/20/2021
NCT04569383,COMPLETED,Covid19,BIOLOGICAL: MVA-SARS-2-S vaccinations (days 0 & 28)|BIOLOGICAL: Comirnaty,Universitätsklinikum Hamburg-Eppendorf,German Center for Infection Research|Philipps University Marburg Medical Center|Ludwig-Maximilians - University of Munich,ALL,ADULT,PHASE1,30,OTHER,INTERVENTIONAL,10/5/2020,8/24/2021
NCT04847583,TERMINATED,COVID-19 Virus Infection,DRUG: Telacebec|DRUG: COVID-19 Standard of care,"Qurient Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2,1,INDUSTRY,INTERVENTIONAL,7/29/2021,2/11/2022
NCT04358783,COMPLETED,Coronavirus Infection,BIOLOGICAL: Plasma|OTHER: Best Available Therapy,Hospital Universitario Dr. Jose E. Gonzalez,,ALL,"ADULT, OLDER_ADULT",PHASE2,31,OTHER,INTERVENTIONAL,4/27/2020,5/1/2021
NCT05778383,COMPLETED,Zinc Deficiency|Sars-CoV-2 Infection,DIETARY_SUPPLEMENT: Zinc Acetate,Parc de Salut Mar,Universitat Pompeu Fabra,ALL,"ADULT, OLDER_ADULT",PHASE4,75,OTHER,INTERVENTIONAL,5/1/2021,5/25/2022
NCT04640233,UNKNOWN,COVID-19 Prevention,BIOLOGICAL: Gam-COVID-Vac|OTHER: Placebo,Dr. Reddy's Laboratories Limited,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation|Russian Direct Investment Fund|CRO: JSS Medical Research India Pvt. Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,1600,INDUSTRY,INTERVENTIONAL,11/30/2020,2021-09
NCT05047783,RECRUITING,Covid19|SARS-CoV2 Infection|Coronavirus Disease 2019,DRUG: Masitinib Mesylate|DRUG: Placebo,AB Science,,ALL,"ADULT, OLDER_ADULT",PHASE2,78,INDUSTRY,INTERVENTIONAL,11/23/2021,2023-12
NCT04748783,TERMINATED,COVID19|Coronavirus Infection|SARS CoV-2 Infection,OTHER: Water|OTHER: Peroxyl|DRUG: Periogard|OTHER: Colgate Total Zero,"University of North Carolina, Chapel Hill",Colgate Palmolive,ALL,"ADULT, OLDER_ADULT",PHASE2,2,OTHER,INTERVENTIONAL,3/26/2021,4/7/2021
NCT05074433,TERMINATED,Immunocompromised,DRUG: casirivimab+imdevimab|DRUG: Placebo,Regeneron Pharmaceuticals,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,66,INDUSTRY,INTERVENTIONAL,10/25/2021,5/18/2022
NCT04871737,COMPLETED,SARS-CoV-2 Infection,BIOLOGICAL: Recombinant NDV Vectored Vaccine for SARS-CoV-2,"Laboratorio Avi-Mex, S.A. de C.V.","National Council of Science and Technology, Mexico|Agencia Mexicana de Cooperación Internacional para el Desarrollo. AMEXCID",ALL,ADULT,PHASE1,91,INDUSTRY,INTERVENTIONAL,5/20/2021,9/30/2022
NCT03852537,COMPLETED,Pneumonia,DRUG: Methylprednisolone|OTHER: Usual Care,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",PHASE2,44,OTHER,INTERVENTIONAL,12/2/2019,11/17/2020
NCT04388514,UNKNOWN,SARS-CoV-2 Respiratory Failure,PROCEDURE: Medical Ozone procedure,Azienda Sanitaria-Universitaria Integrata di Udine,"Fondazione Toscana Gabriele Monasterio|Policlinico Militare, Roma - Italy|Ospedale San Liberatore di Atri|Ospedale Umberto I di Torino|Università di Siena|Ospedale Civile di Lucca|Ospedale di Siracusa|Azienda Sanitaria Locale di Vercelli",ALL,"ADULT, OLDER_ADULT",NA,90,OTHER,INTERVENTIONAL,4/8/2020,10/8/2020
NCT04397614,COMPLETED,Sars-CoV2|Covid-19,OTHER: mHealth Assessments,University of Oklahoma,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",NA,128,OTHER,INTERVENTIONAL,7/22/2020,11/12/2021
NCT05370014,RECRUITING,"SARS- CoV-2|Cardiovascular Diseases|Chronic Kidney Diseases|Diabetes Mellitus, Type 2|Chronic Disease|Stroke",BEHAVIORAL: Integrating Community-based Intervention Under Nurse Guidance with Families (iCINGS FAM),University of South Carolina,National Institute of Nursing Research (NINR),ALL,"ADULT, OLDER_ADULT",NA,500,OTHER,INTERVENTIONAL,1/3/2023,2026-06
NCT05184114,RECRUITING,COVID-19|Myocarditis,"DIAGNOSTIC_TEST: Cardiac Magnetic Resonance, Blood Tests",The University of Hong Kong,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,162,OTHER,INTERVENTIONAL,10/4/2021,10/31/2024
