NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT05041972,WITHDRAWN,HER2 Mutation-Related Tumors|HER2 Amplified Solid Tumors,DRUG: ARX788,"Ambrx, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,INTERVENTIONAL,11/5/2021,4/20/2022
NCT04781062,ACTIVE_NOT_RECRUITING,Breast Cancer,DIAGNOSTIC_TEST: Blood and urine molecular analysis (Timing 0)|DIAGNOSTIC_TEST: Blood and urine molecular analysis (Timing 1),Ospedale Policlinico San Martino,Associazione Italiana per la Ricerca sul Cancro|Universita degli Studi di Genova|Sidra Medicine|Dana-Farber Cancer Institute,FEMALE,"ADULT, OLDER_ADULT",NA,367,OTHER,INTERVENTIONAL,1/19/2021,2024-12
NCT04158362,RECRUITING,Cancer Metastatic,DRUG: Paclitaxel injection|DRUG: Capecitabine tablets|DRUG: Letrozole 2.5mg|DRUG: Anastrozole 1mg|DRUG: Fulvestrant Prefilled Syringe|DRUG: Abemaciclib,UNICANCER,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,180,OTHER,INTERVENTIONAL,6/11/2020,2028-06
NCT05346510,RECRUITING,Breast Cancer,PROCEDURE: ALND Group,Shengjing Hospital,,FEMALE,"ADULT, OLDER_ADULT",NA,500,OTHER,INTERVENTIONAL,3/1/2022,8/31/2027
NCT05582538,RECRUITING,Triple Negative Breast Cancer Metastatic,DRUG: Ceralasertib|DRUG: Durvalumab|DRUG: Nab-paclitaxel,IFOM ETS - The AIRC Institute of Molecular Oncology,AstraZeneca,ALL,"ADULT, OLDER_ADULT",PHASE2,37,OTHER,INTERVENTIONAL,12/15/2022,2025-11
NCT04902872,ACTIVE_NOT_RECRUITING,"Solid Tumor, Adult|Epithelial Ovarian Cancer|Small Cell Lung Carcinoma|Breast Cancer|Colorectal Cancer|Pancreas Cancer|Appendix Cancer|Non-small Cell Lung Cancer|Gastric Cancer|Esophagus Cancer|Urothelial Carcinoma|Sarcoma",DRUG: CBX-12,Cybrexa Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,130,INDUSTRY,INTERVENTIONAL,5/3/2021,2024-09
NCT05861362,COMPLETED,Breast Cancer,RADIATION: Curative radiotherapy|BEHAVIORAL: 5:2 intermittent fasting,MVZ Leopoldina GmbH,,FEMALE,"ADULT, OLDER_ADULT",NA,13,OTHER,INTERVENTIONAL,6/1/2022,11/17/2022
NCT04873362,RECRUITING,Breast Cancer,DRUG: Atezolizumab|DRUG: Trastuzumab Emtansine|DRUG: Placebo|DRUG: Trastuzumab,Hoffmann-La Roche,,ALL,"ADULT, OLDER_ADULT",PHASE3,1700,INDUSTRY,INTERVENTIONAL,5/4/2021,6/29/2035
NCT06060938,RECRUITING,Breast Cancer,OTHER: Risk stratified arm|OTHER: Control arm,Herlev and Gentofte Hospital,Danish Cancer Society|University of Cambridge|University of Aarhus|The Novo Nordic Foundation,FEMALE,"ADULT, OLDER_ADULT",NA,962,OTHER,INTERVENTIONAL,9/28/2023,12/31/2034
NCT06169072,RECRUITING,Breast Cancer|Sentinel Lymph Node,DRUG: Superparamagnetic Iron Oxide|DEVICE: Technetium99,Vastra Gotaland Region,,ALL,"ADULT, OLDER_ADULT",PHASE2,220,OTHER_GOV,INTERVENTIONAL,1/1/2023,7/1/2027
NCT04874038,RECRUITING,"Post-mastectomy Pain Syndrome|Breast Cancer|Pain, Postoperative|Pain, Chronic",DRUG: Lidocaine 20mg/ml|DRUG: Placebo,"University Health Network, Toronto",Canadian Institutes of Health Research (CIHR),ALL,"ADULT, OLDER_ADULT",PHASE3,1150,OTHER,INTERVENTIONAL,9/22/2021,12/1/2024
NCT05534438,RECRUITING,Oligometastatic Breast Carcinoma|Breast Cancer|Metastatic Breast Cancer|Metastatic Breast Carcinoma|ER+ Breast Cancer|HER2+ Breast Cancer,RADIATION: Stereotactic body radiotherapy,Memorial Sloan Kettering Cancer Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,9/6/2022,9/6/2025
NCT05717972,RECRUITING,"Distress, Emotional|Sleep",OTHER: Kombucha,National Yang Ming University,,ALL,ADULT,NA,60,OTHER,INTERVENTIONAL,12/12/2022,12/12/2025
NCT04236310,UNKNOWN,Breast Cancer|HER2-positive Breast Cancer|ER-positive Breast Cancer,DRUG: SHR6390|DRUG: Anastrozole|DRUG: Pyrotinib|DRUG: Trastuzumab,Ruijin Hospital,"Jiangsu HengRui Medicine Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,37,OTHER,INTERVENTIONAL,1/15/2020,12/31/2022
NCT04328610,UNKNOWN,"Lymphedema, Breast Cancer",PROCEDURE: LYMPHA(LYmphatic Microsurgical Preventive Healing Approach) technique,Pusan National University Hospital,,ALL,"ADULT, OLDER_ADULT",NA,34,OTHER,INTERVENTIONAL,3/5/2020,2/28/2022
NCT06061172,RECRUITING,"Asthma|Breast Neoplasms|Coronary Disease|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Pulmonary Disease, Chronic Obstructive|Comorbidities and Coexisting Conditions",OTHER: gp-multitool.de,UniversitÃ¤tsklinikum Hamburg-Eppendorf,,ALL,OLDER_ADULT,NA,120,OTHER,INTERVENTIONAL,10/2/2023,5/31/2024
NCT05680662,NOT_YET_RECRUITING,Breast Cancer Female|Triple Negative Breast Cancer,"COMBINATION_PRODUCT: quercetin, EGCG, metformin , zinc","Ministry of Health, Saudi Arabia",,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,200,OTHER_GOV,INTERVENTIONAL,1/1/2023,1/31/2024
NCT06259162,RECRUITING,Triple Negative Breast Cancer|Immune Checkpoint Inhibitor,PROCEDURE: LAG-3 expression / immune checkpoint protein expression,Samsung Medical Center,,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,128,OTHER,INTERVENTIONAL,11/18/2022,12/31/2027
NCT05464810,RECRUITING,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|HER2-Negative Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma|Invasive Breast Carcinoma,DRUG: Letrozole|DRUG: Simvastatin,Emory University,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,40,OTHER,INTERVENTIONAL,9/2/2022,4/15/2025
NCT05698238,NOT_YET_RECRUITING,"Clear Cell Renal Cell Carcinoma Metastatic|TNBC - Triple-Negative Breast Cancer|Head and Neck Cancer|Non-small-cell Lung Carcinoma|Mesothelioma, Malignant",DRUG: CA9hu-1,"Mabpro, a.s.",,ALL,"ADULT, OLDER_ADULT",PHASE1,50,INDUSTRY,INTERVENTIONAL,2024-01,2027-01
NCT05099562,UNKNOWN,Breast Cancer,DEVICE: Acupuncture,Affiliated Hospital of Qinghai University,,FEMALE,"ADULT, OLDER_ADULT",NA,54,OTHER,INTERVENTIONAL,12/1/2021,12/1/2023
NCT06001762,RECRUITING,Breast Cancer|Early-stage Breast Cancer|High Risk Breast Carcinoma,DRUG: Abemaciclib|DRUG: Tamoxifen|DRUG: Anastrozole|DRUG: Letrozole|DRUG: Exemestane|DRUG: LHRH Agonist,Dana-Farber Cancer Institute,Eli Lilly and Company,FEMALE,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,INTERVENTIONAL,2024-02,1/1/2027
NCT05932862,RECRUITING,Advanced Solid Tumor,DRUG: XL309 (ISM3091),Exelixis,,ALL,"ADULT, OLDER_ADULT",PHASE1,66,INDUSTRY,INTERVENTIONAL,8/17/2023,12/9/2025
NCT03811262,WITHDRAWN,"Breast Cancer|Anesthesia, Local",PROCEDURE: ESP BLOCK|PROCEDURE: PECS BLOCK,University of Padova,,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,1/1/2022,2023-01
NCT05259410,RECRUITING,Breast Cancer Female,BEHAVIORAL: TRE|BEHAVIORAL: MedTRE,University of Illinois at Chicago,,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,8/1/2022,3/1/2026
NCT06045572,NOT_YET_RECRUITING,Breast Cancer Female,DEVICE: VTM examination and breast biopsy,"Galzu Institute of Research, Teaching, Science and Applied Technology",Hospital Santa Casa de Misericordia de Campos|Hospital Escola Alvaro Alvim|Universidade Estadual do Norte Fluminense (UENF),FEMALE,"ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL,10/1/2023,5/1/2024
NCT04606472,RECRUITING,Solid Tumor,DRUG: SI-B003,"Sichuan Baili Pharmaceutical Co., Ltd.",SystImmune Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1,159,INDUSTRY,INTERVENTIONAL,11/10/2020,2024-05
NCT05304962,RECRUITING,Breast Cancer,DRUG: RGT-419B|DRUG: RGT-419B in combination with hormonal therapy,Regor Pharmaceuticals Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1,18,INDUSTRY,INTERVENTIONAL,3/4/2022,8/28/2024
NCT05039931,WITHDRAWN,Breast Cancer|Solid Tumor,DRUG: GNC-035,"Sichuan Baili Pharmaceutical Co., Ltd.",SystImmune Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,INTERVENTIONAL,9/15/2021,2023-06
NCT04787042,RECRUITING,Cancer|Solid Tumor|Melanoma|Renal Cell Carcinoma|Triple-negative Breast Cancer|Non Small Cell Lung Cancer|Squamous Cell Carcinoma of the Head and Neck|Carcinoma|MSI-High,BIOLOGICAL: ST-067|BIOLOGICAL: Obinutuzumab 25 MG/1 ML Intravenous Solution [GAZYVA]|BIOLOGICAL: pembrolizumab,"Simcha IL-18, Inc.",Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,316,INDUSTRY,INTERVENTIONAL,8/6/2021,1/30/2025
NCT05770531,RECRUITING,Metastatic HER2-Negative Breast Carcinoma|Metastatic Triple-Negative Breast Carcinoma,PROCEDURE: Biospecimen Collection|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Biospecimen Collection|BIOLOGICAL: Sacituzumab Govitecan,Vanderbilt-Ingram Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,INTERVENTIONAL,10/2/2023,10/1/2028
NCT05049031,COMPLETED,Breast Cancer,OTHER: Questionnaire,"University Hospital, Toulouse",,FEMALE,"ADULT, OLDER_ADULT",NA,102,OTHER,INTERVENTIONAL,10/6/2021,2/1/2022
NCT06026631,NOT_YET_RECRUITING,Breast Cancer|Lipid Cell; Tumor|Nutrition Related Cancer|Body Weight,PROCEDURE: Lipidomic analysis for breast cancer patients,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,FEMALE,"ADULT, OLDER_ADULT",NA,65,OTHER,INTERVENTIONAL,9/30/2023,8/10/2024
NCT04561362,RECRUITING,"Advanced Solid Tumor|Urinary Bladder Neoplasm|Triple Negative Breast Neoplasms|Carcinoma, Non-Small-Cell Lung|Ovarian Neoplasm",DRUG: BT8009|DRUG: Pembrolizumab,BicycleTx Limited,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,329,INDUSTRY,INTERVENTIONAL,7/17/2020,2025-12
NCT04259762,RECRUITING,"Cancer, Breast|Cancer, Colon|Cancer, Cervix","BEHAVIORAL: Breast, Colorectal, and Cervical Cancer Screening Interventions",New Mexico Cancer Care Alliance,National Institute of General Medical Sciences (NIGMS),ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,6/1/2021,12/31/2024
NCT05646862,RECRUITING,Breast Cancer,DRUG: Inavolisib|DRUG: Fulvestrant|DRUG: Alpelisib,Hoffmann-La Roche,,ALL,"ADULT, OLDER_ADULT",PHASE3,400,INDUSTRY,INTERVENTIONAL,6/7/2023,3/30/2029
NCT04500262,RECRUITING,Breast Cancer,DEVICE: Open-tip pulsed needle biopsy (NeoNavia Biopsy System)|DEVICE: Core needle biopsy (CNB),NeoDynamics AB,,FEMALE,"ADULT, OLDER_ADULT",NA,479,INDUSTRY,INTERVENTIONAL,7/13/2020,3/31/2025
NCT06252662,NOT_YET_RECRUITING,Breast Cancer,DRUG: Dexmedetomidine|DRUG: Liposomal bupivacaine,"United States Naval Medical Center, Portsmouth",,ALL,"ADULT, OLDER_ADULT",PHASE4,200,FED,INTERVENTIONAL,2024-04,2025-07
NCT04706962,RECRUITING,Solid Tumor|TNBC - Triple-Negative Breast Cancer|Hormone Receptor-positive Breast Cancer|Epithelial Ovarian Cancer|Endometrial Cancer|Cutaneous Melanoma|Thyroid Cancer|Small-cell Lung Cancer|Prostate Cancer|SORT1+ Cancers,DRUG: TH1902,Theratechnologies,PPD|Altasciences Company Inc.|Windtree Therapeutics|Syneos Health|Innovaderm Research Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1,70,INDUSTRY,INTERVENTIONAL,3/4/2021,2024-12
NCT04063410,WITHDRAWN,Mammoplasty Patient,PROCEDURE: Angiography|PROCEDURE: MRI-Based Angiogram|OTHER: Quality-of-Life Assessment,University of Cincinnati,,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,1/1/2023,12/31/2024
NCT05390710,COMPLETED,Solid Tumor|TNBC - Triple-Negative Breast Cancer,COMBINATION_PRODUCT: LAE005 + Afuresertib + Nab-Paclitaxel,Laekna Limited,,ALL,"ADULT, OLDER_ADULT",PHASE1,21,INDUSTRY,INTERVENTIONAL,6/12/2021,12/11/2023
NCT04534010,RECRUITING,Breast Cancer,DEVICE: NACgraft,Stanford University,,FEMALE,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,4/28/2021,4/15/2024
NCT06057610,NOT_YET_RECRUITING,HER2-PositiveRecurrent or Metastatic Breast Cancer,DRUG: SHR-A1811 Injection|DRUG: SHR-A1811 Injection ï¼› Pertuzumab Injection|DRUG: Trastuzumab Injectionï¼›Pertuzumab Injection ï¼› Docetaxel Injection,"Jiangsu HengRui Medicine Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE3,864,INDUSTRY,INTERVENTIONAL,2023-10,2032-10
NCT05148910,UNKNOWN,Breast Cancer|Contraception,DEVICE: Silver and copper IUD (TCu380Ag)|DEVICE: Copper IUD (TCu380A),University of Sao Paulo General Hospital,Edson Santos Ferreira-Filho|Nilson Roberto de Melo|Isabel Cristina Esposito Sorpreso|JosÃ© Maria Soares JÃºnior|JosÃ© Roberto Filassi|KÃ¡tia CÃ¢ndido Carvalho|Walter da Silva Pinheiro,FEMALE,ADULT,NA,90,OTHER,INTERVENTIONAL,8/6/2020,12/31/2022
NCT05224310,COMPLETED,Mastectomy|Breast Cancer,"PROCEDURE: PECS block, SAP block",Suez Canal University,,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,4/1/2022,7/30/2022
NCT04927910,UNKNOWN,Breast Neoplasms|Cancer Survivor,OTHER: Ture self-acupressure|OTHER: Sham self-acupressure|OTHER: Usual care,The Hong Kong Polytechnic University,The Huazhong University of Science and Technology Union Shenzhen Hospital,FEMALE,"ADULT, OLDER_ADULT",NA,51,OTHER,INTERVENTIONAL,6/5/2021,3/29/2022
NCT05792410,NOT_YET_RECRUITING,HER2 Low Advanced or Metastatic Breast Cancer,DRUG: SHR-A1811 & Dalpiciclib Isethionate Tablets|DRUG: SHR-A1811 & Fulvestrant|DRUG: SHR-A1811 & Bevacizumab injection,"Jiangsu HengRui Medicine Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,300,INDUSTRY,INTERVENTIONAL,2023-04,2/27/2025
NCT05862610,NOT_YET_RECRUITING,Breast Neoplasm,DRUG: Trilaciclib plus chemotherapy|DRUG: Chemotherapy,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,ALL,"ADULT, OLDER_ADULT",PHASE2,150,OTHER,INTERVENTIONAL,7/30/2023,6/30/2027
NCT05447910,RECRUITING,Breast Adenocarcinoma|Invasive Breast Carcinoma|Resectable Breast Carcinoma,PROCEDURE: Biospecimen Collection|DRUG: Letrozole,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,50,OTHER,INTERVENTIONAL,7/21/2022,6/15/2025
NCT04973930,RECRUITING,Major Depressive Disorder|Breast Cancer|Venlafaxine,BEHAVIORAL: Interpersonal Psychotherapy|DRUG: Venlafaxine HCl ER,New York State Psychiatric Institute,Columbia University,ALL,"ADULT, OLDER_ADULT",PHASE3,20,OTHER,INTERVENTIONAL,3/1/2022,12/31/2024
NCT04460430,TERMINATED,Breast Cancer,DRUG: Neratinib + endocrine therapy,SOLTI Breast Cancer Research Group,,ALL,"ADULT, OLDER_ADULT",PHASE2,12,OTHER,INTERVENTIONAL,7/23/2020,11/29/2021
NCT04699630,RECRUITING,Metastatic Breast Cancer|Locally Advanced Breast Cancer,DRUG: U3-1402,"SCRI Development Innovations, LLC",Daiichi Sankyo,ALL,"ADULT, OLDER_ADULT",PHASE2,121,OTHER,INTERVENTIONAL,5/3/2021,2025-11
NCT04619030,UNKNOWN,Sarcoma|Breast Cancer|Cleft Lip and Palate|Surgical Flap,OTHER: Augmented Reality|OTHER: Traditional leaflet,NHS Greater Glasgow and Clyde,The Glasgow School of Art,ALL,"CHILD, ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,11/30/2020,3/30/2022
NCT05367830,NOT_YET_RECRUITING,Breast Cancer Female,BEHAVIORAL: the Bone@BC app,"Rigshospitalet, Denmark",,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,12/1/2022,10/30/2024
NCT05067530,NOT_YET_RECRUITING,Triple Negative Breast Neoplasms,DRUG: Palbociclib|DRUG: Paclitaxel|DRUG: Carboplatin,Medical University of Gdansk,,ALL,"ADULT, OLDER_ADULT",PHASE2,126,OTHER,INTERVENTIONAL,1/1/2022,12/6/2026
NCT04351230,WITHDRAWN,Anatomic Stage IV Breast Cancer AJCC v8|HER2 Positive Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,DRUG: Abemaciclib|BIOLOGICAL: Trastuzumab Emtansine,Academic and Community Cancer Research United,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,11/11/2020,2/16/2022
NCT04722692,RECRUITING,DCIS|Breast Cancer|Breast Neoplasms|Sentinel Lymph Node,DIAGNOSTIC_TEST: Delayed SLND|DIAGNOSTIC_TEST: Late SLND,Uppsala University,"VÃ¤stmanlands Hospital, VÃ¤sterÃ¥s, Sweden|Sahlgrenska University Hospital, Sweden|University Hospital, Linkoeping|Skane University Hospital|Blekinge County Council Hospital|VÃ¤xjÃ¶ Hospital, VÃ¤xjÃ¶, Sweden|The University of Hong Kong-Shenzhen Hospital|Norrlands University Hospital|Dalarna County Hospital, Falun, Sweden|Baylor College of Medicine",FEMALE,"ADULT, OLDER_ADULT",PHASE3,500,OTHER,INTERVENTIONAL,3/1/2020,12/30/2027
NCT04481230,COMPLETED,"Osteoarthritis, Knee|Breast Cancer",DRUG: 99mTc-NTP 15-5 at a diagnostic activity of 5 MBq/kg|DRUG: 99mTc-NTP 15-5 at a diagnostic activity of 10 MBq/kg|DRUG: 99mTc-NTP 15-5 at a diagnostic activity of 15 MBq/kg,Centre Jean Perrin,,ALL,ADULT,EARLY_PHASE1,6,OTHER,INTERVENTIONAL,11/12/2020,9/19/2022
NCT05939830,RECRUITING,Axillary Lymph Node Dissection|Pathological Complete Response|Neoadjuvant Systemic Therapy|Breast Cancer|Axillary Lymph,PROCEDURE: Stained region Lymph Node Biopsy (SrLNB)|RADIATION: Regional lymph node radiotherapy (RNI) including the axilla,The First Affiliated Hospital with Nanjing Medical University,,FEMALE,"ADULT, OLDER_ADULT",NA,92,OTHER,INTERVENTIONAL,9/11/2023,2026-07
NCT05861830,RECRUITING,Advanced Breast Cancer,DRUG: The combination of Dalpiciclib with physician-selected endocrine therapy|DRUG: Chemotherapy selected by the physician,Peking Union Medical College Hospital,"Jiangsu HengRui Medicine Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE3,80,OTHER,INTERVENTIONAL,5/15/2023,6/30/2026
NCT04334330,RECRUITING,Breast Cancer|Brain Metastases,"DRUG: Palbociclib, Trastuzumab, Pyrotinib and Fulvestrant",Sun Yat-sen University,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,12/4/2020,12/31/2024
NCT05365230,ACTIVE_NOT_RECRUITING,Breast Cancer,OTHER: On-demand personalized follow-up care|OTHER: Guideline-based follow-up care (standard of care),Ottawa Hospital Research Institute,,FEMALE,"ADULT, OLDER_ADULT",PHASE4,264,OTHER,INTERVENTIONAL,8/19/2022,2026-07
NCT04303988,UNKNOWN,Breast Cancer,DRUG: Pyrotinib|DRUG: Temozolomide Injection|DRUG: SHR-1316|DRUG: Bevacizumab|DRUG: Cisplatin/Carboplatin,Fudan University,,ALL,"ADULT, OLDER_ADULT",PHASE2,59,OTHER,INTERVENTIONAL,3/30/2020,1/30/2022
NCT05757388,RECRUITING,Post Operative Pain,DRUG: Parecoxib + paracetamol|DRUG: Normal saline,Khon Kaen University,,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,3/28/2023,5/10/2023
NCT04660188,COMPLETED,Survivorship|Breast Cancer,OTHER: Multidisciplinary collaborative care arm,"National Cancer Centre, Singapore",National University of Singapore|SingHealth Polyclinics,FEMALE,"ADULT, OLDER_ADULT",NA,70,OTHER,INTERVENTIONAL,3/1/2021,7/20/2022
NCT05830461,NOT_YET_RECRUITING,Breast Cancer,BEHAVIORAL: Online psychological care program to reduce psychological distress in women who attend a breast clinic|BEHAVIORAL: Psychological care program to reduce psychological distress in women who attend a breast clinic,University of Guadalajara,Instituto Mexicano del Seguro Social|Tecnologico de Monterrey|Universidad Internacional del Ecuador|University of Twente,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,10/19/2023,2024-08
NCT06178861,ACTIVE_NOT_RECRUITING,Breast Cancer|Radiation Therapy,DEVICE: Group wearing a radiotherapy bra,Yonsei University,,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,38,OTHER,INTERVENTIONAL,12/1/2022,10/20/2024
NCT06257264,NOT_YET_RECRUITING,Breast Cancer|Small Cell Lung Cancer|Ovarian Cancer|Gastric Cancer|Hormone-receptor-positive Breast Cancer|Hormone Receptor Positive HER-2 Negative Breast Cancer|Advanced Solid Tumor|Endometrial Cancer|Prostate Cancer,DRUG: BG-68501|DRUG: Fulvestrant,BeiGene,,ALL,"ADULT, OLDER_ADULT",PHASE1,108,INDUSTRY,INTERVENTIONAL,2/19/2024,10/12/2026
NCT05319873,RECRUITING,Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Invasive Breast Carcinoma|Locally Advanced HER2-Positive Breast Carcinoma|Metastatic HER2-Positive Breast Carcinoma|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8,DRUG: Carboplatin|DRUG: Docetaxel|DRUG: Fulvestrant|BIOLOGICAL: Pertuzumab|OTHER: Quality-of-Life Assessment|DRUG: Ribociclib|BIOLOGICAL: Trastuzumab|DRUG: Tucatinib,Jonsson Comprehensive Cancer Center,Seagen Inc.|Novartis,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,18,OTHER,INTERVENTIONAL,4/7/2022,4/1/2025
NCT05296564,RECRUITING,"Sarcoma, Synovial|Sarcoma,Soft Tissue|Melanoma Stage IV|Triple Negative Breast Cancer|Metastatic Cancer|Non Small Cell Lung Cancer|Bladder Urothelial Carcinoma|Neuroblastoma, Metastatic|Ovary Cancer",DRUG: CYCLOPHOSPHAMIDE and FLUDARABIN|DRUG: Cyclophosphamide|BIOLOGICAL: HBI 0201-ESO TCRT|DRUG: Aldesleukin,Hadassah Medical Organization,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,3,OTHER,INTERVENTIONAL,4/1/2022,12/30/2027
NCT04983238,COMPLETED,Metastatic Breast Cancer,DRUG: BYON5667 & SYD985|DRUG: Placebo & SYD985,Byondis B.V.,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,48,INDUSTRY,INTERVENTIONAL,1/10/2022,6/26/2023
NCT05194072,RECRUITING,"Ovarian Neoplasms|Peritoneal Neoplasms|Fallopian Tube Neoplasms|Triple Negative Breast Neoplasms|HER2 Negative Breast Neoplasms|Hormone Receptor Positive Breast Neoplasms|Endometrial Neoplasms|Carcinoma, Non-Small-Cell Lung|Cholangiocarcinoma|Gallbladder Carcinoma|Adenoid Cystic Carcinoma",DRUG: SGN-B7H4V,Seagen Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1,430,INDUSTRY,INTERVENTIONAL,1/12/2022,1/31/2027
NCT05069038,RECRUITING,Breast Cancer,DRUG: Palbociclib 125mg,University of Nebraska,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,46,OTHER,INTERVENTIONAL,3/2/2022,9/1/2031
NCT04734262,ACTIVE_NOT_RECRUITING,Metastatic Breast Cancer,DRUG: Sitravatinib|DRUG: Tislelizumab|DRUG: Nab-paclitaxel,Fudan University,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,98,OTHER,INTERVENTIONAL,4/1/2021,6/30/2024
NCT05529862,RECRUITING,Advanced or Metastatic Breast Cancer (BC),GENETIC: Pre-treatment biopsy|GENETIC: Post treatment biopsy|GENETIC: Pre treatment blood sampling|GENETIC: Post treatment blood sampling,Institut Paoli-Calmettes,Novartis Pharmaceuticals,FEMALE,"ADULT, OLDER_ADULT",NA,241,OTHER,INTERVENTIONAL,6/20/2023,10/1/2027
NCT04808362,ACTIVE_NOT_RECRUITING,Advanced Solid Tumors|NSCLC|Triple-negative Breast Cancer|CRC,BIOLOGICAL: OMO-103,Peptomyc S.L.,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,22,INDUSTRY,INTERVENTIONAL,4/28/2021,2024-12
NCT05208762,RECRUITING,"Carcinoma, Non-Small-Cell Lung|Squamous Cell Carcinoma of the Head and Neck|Esophageal Squamous Cell Carcinoma|Ovarian Neoplasms|Melanoma|Triple Negative Breast Neoplasms|Gastric Cancer",DRUG: SGN-PDL1V|DRUG: pembrolizumab,Seagen Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1,322,INDUSTRY,INTERVENTIONAL,10/25/2022,12/31/2026
NCT05828238,RECRUITING,Breast Cancer Stage II|Breast Cancer Stage III|Solid Tumor,DRUG: [18F]SF-DEVD-2|DRUG: [18F]-FDG,Affiliated Hospital of Jiangnan University,,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,10,OTHER,INTERVENTIONAL,2023-01,2024-01
